Babae,17-below,Elementarya,Walang Trabaho,1,1,1,0,1,0,0,1,0,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,0,1,0,0,1,0,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,0,1,0,0,1,1,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,0,1,0,0,1,1,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,0,1,0,1,0,0,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,0,1,0,1,0,0,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,0,1,0,1,0,1,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,0,1,0,1,0,1,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,0,1,0,1,1,0,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,0,1,0,1,1,0,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,0,1,0,1,1,1,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,0,1,0,1,1,1,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,0,1,1,0,0,0,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,0,1,1,0,0,0,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,0,1,1,0,0,1,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,0,1,1,0,0,1,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,0,1,1,0,1,0,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,0,1,1,0,1,0,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,0,1,1,0,1,1,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,0,1,1,0,1,1,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,0,1,1,1,0,0,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,0,1,1,1,0,0,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,0,1,1,1,0,1,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,0,1,1,1,0,1,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,0,1,1,1,1,0,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,0,1,1,1,1,0,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,0,1,1,1,1,1,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,0,1,1,1,1,1,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,0,0,0,0,0,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,0,0,0,0,0,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,0,0,0,0,1,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,0,0,0,0,1,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,0,0,0,1,0,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,0,0,0,1,0,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,0,0,0,1,1,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,0,0,0,1,1,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,0,0,1,0,0,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,0,0,1,0,0,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,0,0,1,0,1,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,0,0,1,0,1,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,0,0,1,1,0,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,0,0,1,1,0,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,0,0,1,1,1,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,0,0,1,1,1,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,0,1,0,0,0,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,0,1,0,0,0,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,0,1,0,0,1,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,0,1,0,0,1,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,0,1,0,1,0,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,0,1,0,1,0,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,0,1,0,1,1,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,0,1,0,1,1,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,0,1,1,0,0,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,0,1,1,0,0,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,0,1,1,0,1,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,0,1,1,0,1,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,0,1,1,1,0,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,0,1,1,1,0,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,0,1,1,1,1,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,0,1,1,1,1,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,1,0,0,0,0,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,1,0,0,0,0,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,1,0,0,0,1,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,1,0,0,0,1,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,1,0,0,1,0,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,1,0,0,1,0,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,1,0,0,1,1,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,1,0,0,1,1,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,1,0,1,0,0,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,1,0,1,0,0,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,1,0,1,0,1,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,1,0,1,0,1,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,1,0,1,1,0,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,1,0,1,1,0,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,1,0,1,1,1,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,1,0,1,1,1,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,1,1,0,0,0,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,1,1,0,0,0,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,1,1,0,0,1,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,1,1,0,0,1,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,1,1,0,1,0,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,1,1,0,1,0,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,1,1,0,1,1,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,1,1,0,1,1,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,1,1,1,0,0,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,1,1,1,0,0,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,1,1,1,0,1,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,1,1,1,0,1,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,1,1,1,1,0,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,1,1,1,1,0,1,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,1,1,1,1,1,0,Literacy,Media and Basic Literacy
Babae,17-below,Elementarya,Walang Trabaho,1,1,1,1,1,1,1,1,1,1,Literacy,Media and Basic Literacy
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,0,0,0,0,0,Literacy,Media and Basic Literacy
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,0,0,0,0,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,0,0,0,1,0,Environmental Stewardship,Clean-up Drive
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,0,0,0,1,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,0,0,1,0,0,Socio-economic,Food assistance
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,0,0,1,0,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,0,0,1,1,0,Environmental Stewardship,Clean-up Drive
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,0,0,1,1,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,0,1,0,0,0,Values Formation,Personality Development
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,0,1,0,0,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,0,1,0,1,0,Values Formation,Personality Development
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,0,1,0,1,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,0,1,1,0,0,Values Formation,Personality Development
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,0,1,1,0,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,0,1,1,1,0,Values Formation,Personality Development
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,0,1,1,1,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,1,0,0,0,0,Cultural Enhancement,Culture and Arts
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,1,0,0,0,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,1,0,0,1,0,Cultural Enhancement,Culture and Arts
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,1,0,0,1,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,1,0,1,0,0,Cultural Enhancement,Culture and Arts
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,1,0,1,0,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,1,0,1,1,0,Cultural Enhancement,Culture and Arts
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,1,0,1,1,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,1,1,0,0,0,Values Formation,Personality Development
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,1,1,0,0,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,1,1,0,1,0,Values Formation,Personality Development
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,1,1,0,1,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,1,1,1,0,0,Values Formation,Personality Development
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,1,1,1,0,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,1,1,1,1,0,Values Formation,Personality Development
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,0,1,1,1,1,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,1,0,0,0,0,0,Health and Wellness,Medical and Dental Mission
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,1,0,0,0,0,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,1,0,0,0,1,0,Environmental Stewardship,Clean-up Drive
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,1,0,0,0,1,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,1,0,0,1,0,0,Socio-economic,Food assistance
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,1,0,0,1,0,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,1,0,0,1,1,0,Environmental Stewardship,Clean-up Drive
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,1,0,0,1,1,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,1,0,1,0,0,0,Values Formation,Personality Development
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,1,0,1,0,0,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,1,0,1,0,1,0,Values Formation,Personality Development
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,1,0,1,0,1,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,1,0,1,1,0,0,Values Formation,Personality Development
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,1,0,1,1,0,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,1,0,1,1,1,0,Values Formation,Personality Development
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,1,0,1,1,1,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,1,1,0,0,0,0,Cultural Enhancement,Culture and Arts
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,1,1,0,0,0,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,1,1,0,0,1,0,Cultural Enhancement,Culture and Arts
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,1,1,0,0,1,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,1,1,0,1,0,0,Cultural Enhancement,Culture and Arts
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,1,1,0,1,0,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,1,1,0,1,1,0,Cultural Enhancement,Culture and Arts
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,1,1,0,1,1,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,1,1,1,0,0,0,Values Formation,Personality Development
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,1,1,1,0,0,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,1,1,1,0,1,0,Values Formation,Personality Development
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,1,1,1,0,1,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,1,1,1,1,0,0,Values Formation,Personality Development
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,1,1,1,1,0,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,1,1,1,1,1,0,Values Formation,Personality Development
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,0,1,1,1,1,1,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,0,0,0,0,0,0,Health and Wellness,Medical and Dental Mission
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,0,0,0,0,0,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,0,0,0,0,1,0,Environmental Stewardship,Clean-up Drive
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,0,0,0,0,1,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,0,0,0,1,0,0,Health and Wellness,Medical and Dental Mission
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,0,0,0,1,0,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,0,0,0,1,1,0,Environmental Stewardship,Clean-up Drive
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,0,0,0,1,1,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,0,0,1,0,0,0,Values Formation,Personality Development
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,0,0,1,0,0,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,0,0,1,0,1,0,Values Formation,Personality Development
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,0,0,1,0,1,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,0,0,1,1,0,0,Values Formation,Personality Development
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,0,0,1,1,0,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,0,0,1,1,1,0,Values Formation,Personality Development
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,0,0,1,1,1,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,0,1,0,0,0,0,Cultural Enhancement,Culture and Arts
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,0,1,0,0,0,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,0,1,0,0,1,0,Cultural Enhancement,Culture and Arts
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,0,1,0,0,1,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,0,1,0,1,0,0,Cultural Enhancement,Culture and Arts
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,0,1,0,1,0,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,0,1,0,1,1,0,Cultural Enhancement,Culture and Arts
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,0,1,0,1,1,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,0,1,1,0,0,0,Values Formation,Personality Development
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,0,1,1,0,0,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,0,1,1,0,1,0,Values Formation,Personality Development
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,0,1,1,0,1,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,0,1,1,1,0,0,Values Formation,Personality Development
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,0,1,1,1,0,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,0,1,1,1,1,0,Values Formation,Personality Development
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,0,1,1,1,1,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,1,0,0,0,0,0,Health and Wellness,Medical and Dental Mission
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,1,0,0,0,0,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,1,0,0,0,1,0,Environmental Stewardship,Clean-up Drive
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,1,0,0,0,1,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,1,0,0,1,0,0,Health and Wellness,Medical and Dental Mission
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,1,0,0,1,0,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,1,0,0,1,1,0,Environmental Stewardship,Clean-up Drive
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,1,0,0,1,1,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,1,0,1,0,0,0,Values Formation,Personality Development
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,1,0,1,0,0,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,1,0,1,0,1,0,Values Formation,Personality Development
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,1,0,1,0,1,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,1,0,1,1,0,0,Values Formation,Personality Development
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,1,0,1,1,0,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,1,0,1,1,1,0,Values Formation,Personality Development
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,1,0,1,1,1,1,Literacy,ICT Literacy Program
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,1,1,0,0,0,0,Cultural Enhancement,Culture and Arts
Babae,17-below,Hindi nakapagtapos ng Sekundarya,Walang Trabaho,0,0,0,1,1,1,0,0,0,1,Literacy,ICT Literacy Program
